source_iso2,target_iso2,weight,shared_elements
KZ,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
KZ,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
LB,MA,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,MR,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,OM,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,PS,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,SA,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,SD,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,TN,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LB,YE,1,5de032de-fad4-4b2c-9d76-9091cdc96e53
LT,LV,1,4ecbafcb-0aed-41ec-8b30-432391aab218
LU,NG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
LU,NL,1,d0536760-ba45-4308-be32-74154c693cac
LU,RO,1,9fa600ce-5ecf-4b19-9464-00052ab2eecb
LU,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
LV,PL,1,da4d32f6-6d6c-492f-8f9b-621c8f039c60
LY,OM,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
LY,PS,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
LY,SA,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
LY,SY,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
LY,TN,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
MA,MN,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MA,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MA,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MA,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MA,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MA,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MD,MK,1,4733c4f8-452e-4268-a180-82a3053a2a1d
MK,RO,1,4733c4f8-452e-4268-a180-82a3053a2a1d
ML,NE,1,3332aac9-6445-4399-91d0-1192c8775d6d
MN,NL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MN,TJ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
MN,TM,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
MN,TR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
MN,UZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
MR,SO,1,4b2ae2b6-6295-4765-95d5-6efd3459ef4d
MW,MZ,1,15c2f69b-1c41-47ce-b7d3-9be87f84c134
MW,ZM,1,15c2f69b-1c41-47ce-b7d3-9be87f84c134
MW,ZW,1,bca4f47c-f573-4022-9be0-e75c3c37ab1d
MY,SG,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
MY,TH,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
MZ,ZM,1,15c2f69b-1c41-47ce-b7d3-9be87f84c134
NG,SI,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
NL,PK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
NL,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PH,VN,1,7b7c964f-b41a-47e8-83f3-f132d4c6b7de
PK,PL,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PK,TJ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
PK,TM,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
PK,TR,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
PK,UZ,1,1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
PL,PT,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PL,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PL,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PL,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PL,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PS,SY,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
PT,QA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PT,SA,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PT,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
PT,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
QA,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
RO,SI,1,a04c3e78-59da-4f7e-aaae-4194282fe749
RO,SK,1,a04c3e78-59da-4f7e-aaae-4194282fe749
SA,SK,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
SG,TH,1,86f5d1f3-727d-4f33-8b15-528a6949bdcb
SI,SK,1,a04c3e78-59da-4f7e-aaae-4194282fe749
SI,TG,1,3d48128e-f684-44e4-a15b-75a5b32b6d6f
SK,SY,1,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
SY,TN,1,bead3bc0-2445-4e15-9e36-66a5a33a4fc9
